title,link,image_url,rating,reviews,address,opening_hours,latitude,longitude,kategori,aktivitas,deskripsi,kecamatan,biaya_masuk,biaya_parkir_motor,biaya_parkir_mobil,tags_joined
Pantai Pasir putih sigurgur,https://www.google.com/maps/place/Pantai+Pasir+putih+sigurgur/data=!4m7!3m6!1s0x3031b9c2b3a50245:0xec8b38bc49dd494d!8m2!3d2.7491743!4d98.71396!16s%2Fg%2F11p0__v39v!19sChIJRQKls8K5MTARTUndSbw4i-w?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1ujtyrXqscxbGnrxUIO-J-jFT1T1xPDPH?usp=drive_link,3.9,9,"Simarmata, Simanindo, Kabupaten Samosir, Sumatera Utara",Open 09.00-22.00,2.749099284581371,98.71412830859849,Bahari,"Piknik, Hiburan, Olahraga, Pemandangan, Fotografi","Pantai Pasir Putih Sigurgur menawarkan hamparan pasir putih eksotis dengan pemandangan indah Danau Toba. Destinasi ini ideal untuk menikmati sunset, bersantai di gazebo Sigurgur Restaurant sambil mencicipi kuliner khas Batak, serta berfoto di berbagai spot menarik. Garis pantainya yang lembut cocok untuk bermain pasir dan berjemur, sementara ombak tenang memungkinkan wisatawan menikmati olahraga air ringan seperti banana boat dan perahu karet.",Simanindo,0,0,0,piknik hiburan olahraga pemandangan fotografi bahari pantai pasir putih sigurgur tawar hampar pasir putih eksotis pandang indah danau toba destinasi ideal nikmat sunset santa gazebo sigurgur restaurant cicip kuliner khas batak foto spot tarik garis pantai lembut cocok main pasir jemur ombak tenang wisatawan nikmat olahraga air ringan banana boat perahu karet
Desa Wisata Martoba,https://www.google.com/maps/place/Desa+Wisata+Martoba/data=!4m7!3m6!1s0x3031c1670511a7ab:0x1dcb6cad692ef370!8m2!3d2.6975449!4d98.8142774!16s%2Fg%2F11vwpmj4_5!19sChIJq6cRBWfBMTARcPMuaa1syx0?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/13b5rp5I6EBlQ3sDCRyK8SQaK-lQRXUz5,5.0,7,"Martoba, Simanindo, Kabupaten Samosir, Sumatera Utara 22395",Open 24 hours,2.697489975642533,98.81423046132619,Alam,"Camping, Pemandangan, Trekking","Desa Wisata Martoba adalah objek wisata berbasis desa yang menawarkan paket lengkap mulai dari wisata alam di bukit kecil dengan pemandangan 180° Danau Toba bagian timur, camping ground di puncak bukit untuk menikmati matahari terbit terbaik.",Simanindo,0,0,0,camping pemandangan trekking alam desa wisata martoba objek wisata bas desa tawar paket lengkap wisata alam bukit pandang danau toba timur camping ground puncak bukit nikmat matahari terbit baik
Tuk Tuk Tara Bunga Beach,https://www.google.com/maps/place/Tuk+Tuk+Tara+Bunga+Beach/data=!4m7!3m6!1s0x3031bf0026aba541:0x8d3889a298430a45!8m2!3d2.7621326!4d98.8267323!16s%2Fg%2F11yb0_t09b!19sChIJQaWrJgC_MTARRQpDmKKJOI0?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/127pwS6LQzL2pX88uQQN4ez2Vvax80qGR?usp=drive_link,5.0,5,"Pematang Tambun Raya, Kec. Pematang Sidamanik, Kabupaten Simalungun, Sumatera Utara",Open 24 hours,2.7621316813179515,98.8267315020334,Bahari,"Piknik, Pemandangan, Santai","Tuk Tuk Tara Bunga Beach adalah pantai tepi Danau Toba dengan hamparan pasir halus dan air jernih yang dikelilingi perbukitan hijau Tara Bunga, di tepi pantai berdiri warung-warung lokal yang menyajikan kuliner Batak, gazebo untuk bersantai, serta area parkir sederhana sehingga cocok untuk piknik dan bersantai sambil menikmati panorama matahari terbenam di Danau Toba.",Pematang Sidamanik,0,2000,5000,piknik pemandangan santai bahari tuk tuk tara bunga beach pantai tepi danau toba hampar pasir halus air jernih keliling bukit hijau tara bunga tepi pantai diri lokal saji kuliner batak gazebo santa area parkir sederhana cocok piknik santa nikmat panorama matahari benam danau toba
Pantai Tondongta,https://www.google.com/maps/place/Pantai+Tondongta/data=!4m7!3m6!1s0x3031c1004d0edd27:0x221df43480210b1c!8m2!3d2.6976654!4d98.816938!16s%2Fg%2F11vrgbxm2g!19sChIJJ90OTQDBMTARHAshgDT0HSI?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1RhbZdIpwhB7SATiPdDpp_p520gwSmyZJ?usp=drive_link,4.0,1,"Martoba, Simanindo, Kabupaten Samosir, Sumatera Utara 22395",Open 09.00-19.00,2.697662071674501,98.8169296803004,Bahari,"Piknik, Olahraga, Pemandangan","Pantai Tondongta menawarkan hamparan pasir putih lembut dan permukaan air danau yang tenang untuk berenang dan memancing, serta dilengkapi gazebo dan warung lokal yang menyewakan kayak dan perlengkapan snorkeling bagi pengunjung yang ingin menjelajah perairan jernih Danau Toba. Di senja hari, panorama matahari terbenam di ufuk barat menjadi momen puncak untuk menikmati keindahan alam sekitar.",Simanindo,0,10000,20000,piknik olahraga pemandangan bahari pantai tondongta tawar hampar pasir putih lembut muka air danau tenang renang pancing lengkap gazebo warung lokal sewa kayak lengkap snorkeling unjung jelajah air jernih danau toba senja panorama matahari benam ufuk barat momen puncak nikmat indah alam
Pasir Siriaon,https://www.google.com/maps/place/Pasir+Siriaon/data=!4m7!3m6!1s0x3031c5b9ddf4dbc5:0x862d1d9cf58c6e7b!8m2!3d2.6509993!4d98.6860888!16s%2Fg%2F11sgv56kg1!19sChIJxdv03bnFMTARe26M9ZwdLYY?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1IyUXwEGkuR8Mky9-13RGbCM3xMcxjHsh?usp=sharing,4.7,29,"Jln.Simanindo km.4,Siriaon, Sitolu Huta, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara 22392",Open 24 hours,2.6510017462379114,98.6860882000856,Bahari,"Olahraga, Hiburan, Pemandangan",Pantai Pasir Siriaon menawarkan hamparan pasir putih lembut di tepi Danau Toba dengan latar perbukitan hijau di seberang. Pantai ini populer sebagai tempat berenang dan mandi di danau sambil menikmati panorama gunung di sekeliling. Area tepi Pasir Siriaon juga sering menjadi lokasi lomba olahraga tradisional masyarakat. Pantai ini juga sering dikunjungi wisatawan lokal untuk bersantai dan berfoto selfie di tepi danau yang tenang,Pangururan,0,0,0,olahraga hiburan pemandangan bahari pantai pasir siriaon tawar hampar pasir putih lembut tepi danau toba latar bukit hijau seberang pantai populer renang mandi danau nikmat panorama gunung keliling area tepi pasir siriaon lokasi lomba olahraga tradisional masyarakat pantai kunjung wisatawan lokal santa foto selfie tepi danau tenang
Tepian Sibea bea Danau Toba,https://www.google.com/maps/place/Tepian+Sibea+bea+Danau+Toba/data=!4m7!3m6!1s0x3031db11fdd898b7:0x544b189ad9814e3e!8m2!3d2.5525471!4d98.6765894!16s%2Fg%2F11stbcrf2m!19sChIJt5jY_RHbMTARPk6B2ZoYS1Q?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/14gFdCCP7ohtb6rPlr18pGp8x-HPbP3-b,4.8,16,"Sibea bea danau toba, Turpuk Sihotang, Sumatera Utara",Open 08.00-18.00,2.5525548600350425,98.67658589721295,Alam,"Pemandangan, Fotografi","Tepi Sibea‑bea menawarkan pemandangan spektakuler hamparan danau biru berpadu bukit hijau serta ikon Patung Yesus setinggi 61 m di puncak bukit yang sekaligus berfungsi sebagai menara pandang untuk melihat lanskap sekitarnya, dengan sejumlah titik berhenti untuk berfoto atau sekadar menikmati udara pegunungan.",Harian,5000,15000,20000,pemandangan fotografi alam tepi tawar pandang spektakuler hampar danau biru padu bukit hijau ikon patung yesus m puncak bukit fungsi menara pandang lanskap titik henti foto nikmat udara gunung
Taman tanduk Banua resort,https://www.google.com/maps/place/Taman+tanduk+Banua+resort/data=!4m7!3m6!1s0x3031b350dc3400fd:0x3e1d3836f1552a42!8m2!3d2.9000421!4d98.5450395!16s%2Fg%2F11rj65h36m!19sChIJ_QA03FCzMTARQipV8TY4HT4?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1AfFRVan_c49Xc6OrlInunk_ns6ON6YFt,4.3,18,"Ujung Saribu, Kec. Pamatang Silima Huta, Kabupaten Simalungun, Sumatera Utara 21167",Open 24 hours,2.900048127240109,98.54503882943101,Alam,"Piknik, Camping, Pemandangan","Taman Tanduk Banua Resort adalah area rekreasi yang menyajikan hamparan lapangan terbuka di tepi Danau Toba untuk piknik, berkemah, dan menikmati panorama danau. Pada malam hari, pengunjung dapat menikmati api unggun dan pemandangan langit penuh bintang, sedangkan pagi hari dikelilingi kabut tipis di atas danau.",Pamatang Silima Huta,15000,2000,3000,piknik camping pemandangan alam taman tanduk banua resort area rekreasi saji hampar lapang buka tepi danau toba piknik kemah nikmat panorama danau malam unjung nikmat api unggun pandang langit penuh bintang pagi keliling kabut tipis danau
Simarjarunjung Hound Sky,https://www.google.com/maps/place/Simarjarunjung+Hound+Sky/data=!4m7!3m6!1s0x3031be99603a0fdd:0xab6ab6a6249238fb!8m2!3d2.8178556!4d98.7755841!16s%2Fg%2F11f3n93mhz!19sChIJ3Q86YJm-MTAR-ziSJKa2aqs?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1b5FbWSqnE1Bb9ODYe_JthPMrao_cNguY,4.3,306,"Jl. Simarjarunjung, Parik Sabungan, Kec. Dolok Pardamean, Kabupaten Simalungun, Sumatera Utara 21163",Open 24 hours,2.817862967155023,98.77558477053606,Alam,"Piknik, Camping, Pemandangan, Trekking, Fotografi","Simarjarunjung Hound Sky (SHS) dirancang sebagai sky‑view point dengan teras pandang dan menara kecil, sehingga menjadi salah satu spot terbaik untuk menikmati panorama alam dan berfoto dengan latar danau. SHS menyediakan berbagai atraksi, antara lain camping ground dan taman bunga, yang memberi kesempatan bagi pengunjung untuk berkemah dan piknik di tengah suasana pinus dan kebun warna‑warni.",Dolok Pardamean,0,15000,40000,piknik camping pemandangan trekking fotografi alam simarjarunjung hound sky shs rancang point teras pandang menara salah spot baik nikmat panorama alam foto latar danau shs sedia atraksi camping ground taman bunga sempat unjung kemah piknik suasana pinus kebun
Parapet secret view,https://www.google.com/maps/place/Parapet+secret+view/data=!4m7!3m6!1s0x3031ef9404eea219:0xb70f1e0c5bb13aec!8m2!3d2.6651263!4d98.9258941!16s%2Fg%2F11st7wz06r!19sChIJGaLuBJTvMTAR7DqxWwweD7c?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1irChCLpm3U8iXsJ6cc7QpDpzzTsEbZtm,4.0,2,"Jl. Marihat, Tiga Raja, Kec. Girsang Sipangan Bolon, Kabupaten Simalungun, Sumatera Utara 21174",Open 06.00-23.00,2.6651262999983283,98.92589342943141,Alam,"Olahraga, Hiburan, Pemandangan","Parapat Secret View adalah salah satu hidden gem di pinggir jalan yang belum banyak diketahui wisatawan dan menawarkan panorama terbuka Danau Toba yang menakjubkan tanpa penghalang bangunan. Lokasi ini sangat cocok bagi yang ingin menghindari keramaian, sambil menikmati lanskap pegunungan dan danau dalam suasana tenang.",Girsang Sipangan Bolon,0,0,0,olahraga hiburan pemandangan alam parapat secret view salah hidden gem pinggir jalan wisatawan tawar panorama buka danau toba takjub halang bangun lokasi cocok hindar ramai nikmat lanskap gunung danau suasana tenang
The Kaldera,https://www.google.com/maps/place/The+Kaldera/data=!4m7!3m6!1s0x3031ef11fbe7a0f9:0x75154767a18d02c8!8m2!3d2.6067911!4d98.9459367!16s%2Fg%2F11fkn47m3h!19sChIJ-aDn-xHvMTARyAKNoWdHFXU?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1Si656tSdjsml_Ub5avZ77PjwvGa0w-5z,4.5,3436,"Sigapiton, Kec. Ajibata, Toba, Sumatera Utara",Open 08.00-17.00,2.6067912667420385,98.94593560536235,Alam,"Camping, Pemandangan","The Kaldera adalah glamping resort yang memadukan kenyamanan akomodasi bohemian dengan panorama spektakuler Kaldera Danau Toba, menawarkan tenda mewah, bubble tent, glass cabin, dan ecopod untuk pengalaman menginap dekat alam.",Ajibata,20000,0,0,camping pemandangan alam the kaldera glamping resort madu nyaman akomodasi bohemian panorama spektakuler kaldera danau toba tawar tenda mewah bubble tent glass cabin ecopod alam inap alam
Aekkhori Outbound,https://www.google.com/maps/place/Aekkhori+Outbound/data=!4m7!3m6!1s0x3031ad77cdc30417:0x12fcd395bd03cbf7!8m2!3d2.9172467!4d98.5273768!16s%2Fg%2F11f3nl1s3m!19sChIJFwTDzXetMTAR98sDvZXT_BI?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1Lp5a8kNKj1hvOsuDln7xcEKRSrYq6DE7,4.5,53,"Silalahi, Jalan, Tongging, Merek, Karo Regency, North Sumatra 22173",Open 09.00-17.30,2.9172461440777373,98.52737592525126,Alam,"Piknik, Camping, Olahraga, Hiburan, Pemandangan, Edukasi","Aekkhori Outbound adalah taman rekreasi alam dan pusat pelatihan outbound dengan pemandangan Danau Toba yang memukau. Di sini pengunjung dapat mengikuti berbagai permainan tantangan seperti flying fox, high rope, dan spider web untuk membangun kerja sama tim dan kepemimpinan, sekaligus menikmati kegiatan edukasi lingkungan dan camping di area terbuka.",Merek,5000,0,0,piknik camping olahraga hiburan pemandangan edukasi alam aekkhori outbound taman rekreasi alam pusat latih outbound pandang danau toba pukau unjung ikut main tantang flying fox high rope spider web bangun kerja tim pimpin nikmat giat edukasi lingkung camping area buka
Prapat bahari,https://www.google.com/maps/place/Prapat+bahari/data=!4m7!3m6!1s0x3031ef2c230be4d7:0xc5d1a71de86710c!8m2!3d2.665013!4d98.9343351!16s%2Fg%2F11v0j527vz!19sChIJ1-QLIyzvMTARDHGG3nEaXQw?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1bDNPYEUB8bTBMOe45qp4qvgQMDgsCZRc,5.0,3,"Jl. Kol. TPR Sinaga, Tiga Raja, Kec. Girsang Sipangan Bolon, Kabupaten Simalungun, Sumatera Utara 21174",Open 24 hours,2.6650126819349778,98.9343349609841,Bahari,"Piknik, Olahraga, Hiburan, Pemandangan, Aktivitas Air, Berenang","Pantai Wisata Bahari Parapat adalah destinasi rekreasi keluarga yang menawarkan pasir putih yang bersih dan suasana yang tenang, cocok untuk bersantai sambil menikmati panorama danau dan perbukitan hijau di sekitarnya. Fasilitas yang tersedia meliputi area bermain air, penyewaan sampan, sepeda air berbentuk bebek, ban pelampung, serta tikar untuk piknik.",Girsang Sipangan Bolon,0,0,0,piknik olahraga hiburan pemandangan aktivitas air berenang bahari pantai wisata bahari parapat destinasi rekreasi keluarga tawar pasir putih bersih suasana tenang cocok santa nikmat panorama danau bukit hijau fasilitas sedia liput area main air sewa sampan sepeda air bentuk bebek ban pelampung tikar piknik
Danau Aek Natonang,https://www.google.com/maps/place/Danau+Aek+Natonang/data=!4m7!3m6!1s0x3031e64b84ac3b43:0x1d493a7bfd69ff08!8m2!3d2.5636434!4d98.8835239!16s%2Fg%2F11b6tf6tsg!19sChIJQzushEvmMTARCP9p_Xs6SR0?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1CiYJlL56l59D_4MU_EdD4kIwHeqmyuLV,4.5,286,"Aek Natonang, Tanjungan, Simanindo, Kabupaten Samosir, Sumatera Utara 22395",Open 24 hours,2.563643609792136,98.88352317910838,Alam,"Piknik, Camping, Pemandangan","Danau Aek Natonang adalah danau yang dijuluki ""danau di atas danau"" karena berada di Pulau Samosir yang sendiri terletak di tengah Danau Toba . Dengan luas sekitar 42 hingga 65 hektare dan berada pada ketinggian 1.300 meter di atas permukaan laut, danau ini dikelilingi oleh hutan pinus yang asri dan menawarkan udara sejuk serta pemandangan yang menenangkan.",Simanindo,5000,0,0,piknik camping pemandangan alam danau aek natonang danau juluk danau danau pulau samosir letak danau toba luas hektare tinggi meter muka laut danau keliling hutan pinus asri tawar udara sejuk pandang tenang
Efrata Waterfall,https://www.google.com/maps/place/Efrata+Waterfall/data=!4m7!3m6!1s0x3031d0eafd2bb9b1:0x4ac5b042ef0cebcd!8m2!3d2.5368988!4d98.6449414!16s%2Fg%2F11c1tsw8sk!19sChIJsbkr_erQMTARzesM70KwxUo?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/17BCL3SOBFklYgQQBiH_C2CbxIto4FS4s,4.5,826,"Sosor Dolok, Kec. Harian, Kabupaten Samosir, Sumatera Utara 22396",Open 06.00-19.00,2.53689813010328,98.64494072943081,Alam,"Pemandangan, Trekking, Santai","Air Terjun Efrata menawarkan keindahan alam yang menakjubkan dengan ketinggian sekitar 25 meter dan lebar sekitar 10 meter . Dikelilingi oleh perbukitan hijau dan hutan tropis, suasana sejuk dan udara segar menjadikan tempat ini cocok untuk melepas penat dan menikmati keindahan alam.",Harian,7000,2000,5000,pemandangan trekking santai alam air terjun efrata tawar indah alam takjub tinggi meter lebar meter keliling bukit hijau hutan tropis suasana sejuk udara segar jadi cocok lepas penat nikmat indah alam
Wisata Panatapan Dolok Nagugun Sipira/Bukit Sipira,https://www.google.com/maps/place/Wisata+Panatapan+Dolok+Nagugun+Sipira%2FBukit+Sipira/data=!4m7!3m6!1s0x3031e7a41c5f5de7:0x58ef715deecf5ddd!8m2!3d2.5501041!4d98.9054157!16s%2Fg%2F11mvnk8bhv!19sChIJ511fHKTnMTAR3V3P7l1x71g?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1ADHcZWVxIcne_LPV6YPRyZD1_72012VA,4.8,185,"Sipira, Kec. Onan Runggu, Kabupaten Samosir, Sumatera Utara 22397",Open 24 hours,2.5501030129391142,", 98.90541491748154",Alam,"Piknik, Camping, Pemandangan, Santai","Bukit Sipira berada di ketinggian yang memungkinkan pengunjung menikmati pemandangan 180 derajat Danau Toba, termasuk area Tigaras, Balige, dan deretan Bukit Barisan di Sibisa, Parapat. Dikenal sebagai ""negeri di atas awan,"" bukit ini menawarkan suasana sejuk dan tenang, cocok untuk melepas penat dari hiruk-pikuk kota. ",Onan Runggu,5000,0,0,piknik camping pemandangan santai alam bukit sipira tinggi unjung nikmat pandang derajat danau toba area tigaras balige deret bukit baris sibisa parapat kenal negeri awan bukit tawar suasana sejuk tenang cocok lepas penat kota
Pondok Wisata Lagundi Samosir,https://www.google.com/maps/place/Pondok+Wisata+Lagundi+Samosir/data=!4m7!3m6!1s0x3031e47e7fe52655:0x5fe9999183489510!8m2!3d2.5135363!4d98.9662788!16s%2Fg%2F11b6thsd01!19sChIJVSblf37kMTAREJVIg5GZ6V8?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1rsFTUiXjC8KMvQDccGFHuUTkJv0fPdsh,4.2,52,"Pantai Lagundi Onan Runggu Samosir, Sitamiang, Kec. Onan Runggu, Kabupaten Samosir, Sumatera Utara",Open 24 hours,2.5135362999993407,98.96627812943144,Alam,"Camping, Pemandangan","Pondok Wisata Lagundi Samosir adalah destinasi wisata alam di Desa Sitamiang, Kecamatan Onan Runggu, Kabupaten Samosir, Sumatera Utara . Tempat ini menawarkan pemandangan pantai bersih dan indah di tepi Danau Toba , dengan pasir putih yang membentang dan suasana alam yang tenang 
",Onan Runggu,5000,2000,2000,camping pemandangan alam pondok wisata lagundi samosir destinasi wisata alam desa sitamiang camat onan runggu kabupaten samosir sumatera utara tawar pandang pantai bersih indah tepi danau toba pasir putih bentang suasana alam tenang
Hadabuan Naisogop Waterfalls,https://www.google.com/maps/place/Hadabuan+Naisogop+Waterfalls/data=!4m7!3m6!1s0x3031d02a01939241:0xfdd5ff9cf99a04bd!8m2!3d2.5891228!4d98.6214639!16s%2Fg%2F11cn5nq3g1!19sChIJQZKTASrQMTARvQSa-Zz_1f0?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1q3ZRdv3-qqeYUQR0fRG8j41wKNJMHQrJ,4.4,120,"Sarimarrihit, Kec. Sianjur Mula Mula, Kabupaten Samosir, Sumatera Utara 22396",Open 07.00-18.00,2.5891234698679075,98.62146322943087,Alam,"Hiburan, Pemandangan, Trekking, Aktivitas Air","Air Terjun Hadabuan Naisogop memiliki ketinggian sekitar 12 meter dengan aliran air yang deras, dikelilingi oleh tebing batu dan pepohonan rindang yang menciptakan suasana sejuk dan tenang. Keunikan air terjun ini terletak pada kolam alami di bawahnya yang tidak terlalu dalam, memungkinkan pengunjung untuk bermain air atau berendam sambil menikmati kesegaran alam sekitar.",Sianjur Mula Mula,7000,2000,2000,hiburan pemandangan trekking aktivitas air alam air terjun hadabuan naisogop milik tinggi meter alir air deras keliling tebing batu pohon rindang cipta suasana sejuk tenang uni air terjun letak kolam alami bawah unjung main air rendam nikmat segar alam
Bukit Sidihoni,https://www.google.com/maps/place/Bukit+Sidihoni/data=!4m7!3m6!1s0x3031c30058d796cf:0x93790f677aaddf69!8m2!3d2.6050467!4d98.7490936!16s%2Fg%2F11vqh1wwnb!19sChIJz5bXWADDMTARad-temcPeZM?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1jQvzGYPiZN7UdD7dgQb0mUtgB2NdySJe,4.6,108,"Sidihoni atas, Salaon Toba, Kec. Ronggur Nihuta, Kabupaten Samosir, Sumatera Utara 22392",Open 24 hours,2.605046477962022,98.74909312524498,Alam,"Hiburan, Pemandangan, Trekking","Bukit Sidihoni adalah destinasi wisata alam dengan ketinggian sekitar 1.300 meter di atas permukaan laut (mdpl) , bukit ini menawarkan pemandangan spektakuler berupa hamparan savana hijau, perbukitan, dan Danau Sidihoni yang berada di kawasan yang sama. ",Ronggur Nihuta,10000,5000,10000,hiburan pemandangan trekking alam bukit sidihoni destinasi wisata alam tinggi meter muka laut mdpl bukit tawar pandang spektakuler hampar savana hijau bukit danau sidihoni kawasan
Air Mancur Menari Water Front Pangururan,https://www.google.com/maps/place/Air+Mancur+Menari+Water+Front+Pangururan/data=!4m7!3m6!1s0x3031c5004b96a6ef:0x6db8f05ea2ad6dba!8m2!3d2.6038544!4d98.6997962!16s%2Fg%2F11lcqr5jgt!19sChIJ76aWSwDFMTARum2tol7wuG0?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/10QBgYxyaQf2i3Q2IJuM1r4JTmK1h7DQS,4.7,664,"Pardomuan I, Pangururan, Samosir Regency, North Sumatra 22392",Open 24 hours,2.6038543999993693,98.69994372147887,Alam,"Pemandangan, Fotografi, Hiburan","Waterfront Pangururan adalah sebuah kawasan wisata tepi Danau Toba yang indah dan tertata di Pangururan, Kabupaten Samosir. Tempat ini menawarkan kombinasi antara keindahan alam dan hiburan modern, dengan daya tarik utama berupa pertunjukan Air Mancur Menari yang memukau. ",Pangururan,5000,0,0,pemandangan fotografi hiburan alam waterfront pangururan kawasan wisata tepi danau toba indah tata pangururan kabupaten samosir tawar kombinasi indah alam hibur modern daya tarik utama tunjuk air mancur tari pukau
SAMOSIR VIEW,https://www.google.com/maps/place/SAMOSIR+VIEW/data=!4m7!3m6!1s0x3031e6447ea4a825:0xd51392fd47e7f3a6!8m2!3d2.5607547!4d98.8966388!16s%2Fg%2F11c522_v5c!19sChIJJaikfkTmMTARpvPnR_2SE9U?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1ayV0xbzSEhabGAi1xz1e7z0Kj6UITibr,4.8,104,"Jl. Pulau Samosir, Parbalohan, Simanindo, Kabupaten Samosir, Sumatera Utara 22395",Open 24 hours,2.5607546999990536,98.8966374588792,Alam,"Pemandangan, Fotografi","SAMOSIR VIEW adalah sebuah titik pandang yang luar biasa di Pulau Samosir, Sumatera Utara, yang menawarkan panorama spektakuler dan tak terlupakan ke arah Danau Toba yang membentang luas. Dari ketinggian, pengunjung dapat mengagumi keindahan air danau yang biru jernih dikelilingi oleh perbukitan hijau yang berliku, dengan siluet pegunungan yang menjulang di kejauhan di bawah langit yang cerah.",Simanindo,0,0,0,pemandangan fotografi alam samosir view titik pandang pulau samosir sumatera utara tawar panorama spektakuler lupa arah danau toba bentang luas tinggi unjung kagum indah air danau biru jernih keliling bukit hijau liku siluet gunung julang jauh langit cerah
Toga raja,https://www.google.com/maps/place/Toga+raja/data=!4m7!3m6!1s0x3031d19446eee673:0xdb04d1a721c7820c!8m2!3d2.5276795!4d98.6521425!16s%2Fg%2F11qb5m9b7_!19sChIJc-buRpTRMTARDILHIafRBNs?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1ksKZZzHQbx7ZLIx_piTZDiENDIppq_9C,4.7,153,"Partungko Naginjang, Harian, Samosir Regency, North Sumatra 22391",Open 24 hours,2.527679604269682,98.65214163228457,Alam,"Pemandangan, Camping, Trekking, Fotografi","Toga Raja adalah destinasi wisata budaya dan alam yang menyuguhkan pemandangan spektakuler Danau Toba dari atas bukit. Tempat ini merupakan kawasan asal-muasal marga Raja Napitupulu, salah satu marga besar dalam suku Batak. Wisatawan bisa menyaksikan panorama Danau Toba yang luas, berinteraksi dengan arsitektur rumah adat Batak, serta menelusuri sejarah leluhur marga Napitupulu.",Harian,10000,0,0,pemandangan camping trekking fotografi alam toga raja destinasi wisata budaya alam suguh pandang spektakuler danau toba bukit kawasan marga raja napitupulu salah marga suku batak wisatawan saksi panorama danau toba luas interaksi arsitektur rumah adat batak telusur sejarah leluhur marga napitupulu
Kelok Lapan Sibea-Bea,https://www.google.com/maps/place/Kelok+Lapan+Sibea-Bea/data=!4m7!3m6!1s0x3031db2161660b5f:0x6b6f3c7dabf88854!8m2!3d2.5519918!4d98.6758967!16s%2Fg%2F11rghbv20m!19sChIJXwtmYSHbMTARVIj4q308b2s?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1uVg_TatD7f_3cjvF1Kr6rdh8CWWPKl4Q,4.5,273,"Jl. Sisingamangaraja, Dolok Raja, Kec. Harian, Kabupaten Samosir, Sumatera Utara 22396",Open 08.00-17.00,2.55199216010338,98.67589657704433,Alam,"Pemandangan, Camping, Trekking, Fotografi","Kelok Lapan atau Kelok 9 Sibea-Bea adalah jalan berkelok dengan pemandangan dramatis yang mengarah ke Patung Yesus Kristus raksasa setinggi 61 meter di perbukitan Samosir, Danau Toba. Jalur ini menjadi magnet wisata religi dan spot fotografi dengan latar keindahan Danau Toba dari ketinggian.",Harian,0,0,0,pemandangan camping trekking fotografi alam kelok lap kelok jalan kelok pandang dramatis arah patung yesus kristus raksasa meter bukit samosir danau toba jalur magnet wisata religi spot fotografi latar indah danau toba tinggi
Bukit Indah Sitalmak Talmak Sihotang,https://www.google.com/maps/place/Bukit+Indah+Sitalmak+Talmak+Sihotang/data=!4m7!3m6!1s0x3031dbae58bae751:0x7b481b23d0cda760!8m2!3d2.5198137!4d98.7332695!16s%2Fg%2F11h2mzgnd2!19sChIJUee6WK7bMTARYKfN0CMbSHs?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1knewfglV4KIUPkfNf8YYGO1GdrKGkz44,4.7,20,"Sampur Toba, Harian, Samosir Regency, North Sumatra 22393",Open 24 hours,2.519813786903624,98.73326844103477,Alam,"Pemandangan, Fotografi, Santai, Trekking , Piknik","Bukit Indah Sitalmak Talmak Sihotang adalah tempat yang menawarkan pemandangan alam yang memukau. Terletak di Kabupaten Samosir, Sumatera Utara, tempat ini menyajikan panorama perbukitan yang hijau dan menyejukkan, berpadu dengan keindahan Danau Toba. Dari ketinggian bukit, pengunjung dapat menikmati pemandangan danau yang luas dengan latar belakang pegunungan yang megah. Udara yang sejuk dan suasana yang tenang menjadikan tempat ini ideal untuk bersantai dan menikmati keindahan alam.",Harian,10000,0,0,pemandangan fotografi santai trekking piknik alam bukit indah sitalmak talmak sihotang tawar pandang alam pukau letak kabupaten samosir sumatera utara saji panorama bukit hijau sejuk padu indah danau toba tinggi bukit unjung nikmat pandang danau luas latar gunung megah udara sejuk suasana tenang jadi ideal santa nikmat indah alam
