title,link,image_url,rating,reviews,address,opening_hours,latitude,longitude,kategori,aktivitas,deskripsi,kecamatan,biaya_masuk,biaya_parkir_motor,biaya_parkir_mobil
Pasir Siriaon,https://www.google.com/maps/place/Pasir+Siriaon/data=!4m7!3m6!1s0x3031c5b9ddf4dbc5:0x862d1d9cf58c6e7b!8m2!3d2.6509993!4d98.6860888!16s%2Fg%2F11sgv56kg1!19sChIJxdv03bnFMTARe26M9ZwdLYY?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1IyUXwEGkuR8Mky9-13RGbCM3xMcxjHsh?usp=sharing,4.7,29,"Jln.Simanindo km.4,Siriaon, Sitolu Huta, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara 22392",Open 24 hours,2.6510017462379114,98.6860882000856,Bahari,"Olahraga, Hiburan, Pemandangan",Pantai Pasir Siriaon menawarkan hamparan pasir putih lembut di tepi Danau Toba dengan latar perbukitan hijau di seberang. Pantai ini populer sebagai tempat berenang dan mandi di danau sambil menikmati panorama gunung di sekeliling. Area tepi Pasir Siriaon juga sering menjadi lokasi lomba olahraga tradisional masyarakat. Pantai ini juga sering dikunjungi wisatawan lokal untuk bersantai dan berfoto selfie di tepi danau yang tenang,Pangururan,0,0,0
Tepian Sibea bea Danau Toba,https://www.google.com/maps/place/Tepian+Sibea+bea+Danau+Toba/data=!4m7!3m6!1s0x3031db11fdd898b7:0x544b189ad9814e3e!8m2!3d2.5525471!4d98.6765894!16s%2Fg%2F11stbcrf2m!19sChIJt5jY_RHbMTARPk6B2ZoYS1Q?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/14gFdCCP7ohtb6rPlr18pGp8x-HPbP3-b,4.8,16,"Sibea bea danau toba, Turpuk Sihotang, Sumatera Utara",Open 08.00-18.00,2.5525548600350425,98.67658589721295,Alam,"Pemandangan, Fotografi","Tepi Sibea‑bea menawarkan pemandangan spektakuler hamparan danau biru berpadu bukit hijau serta ikon Patung Yesus setinggi 61 m di puncak bukit yang sekaligus berfungsi sebagai menara pandang untuk melihat lanskap sekitarnya, dengan sejumlah titik berhenti untuk berfoto atau sekadar menikmati udara pegunungan.",Harian,5000,15000,20000
Taman tanduk Banua resort,https://www.google.com/maps/place/Taman+tanduk+Banua+resort/data=!4m7!3m6!1s0x3031b350dc3400fd:0x3e1d3836f1552a42!8m2!3d2.9000421!4d98.5450395!16s%2Fg%2F11rj65h36m!19sChIJ_QA03FCzMTARQipV8TY4HT4?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1AfFRVan_c49Xc6OrlInunk_ns6ON6YFt,4.3,18,"Ujung Saribu, Kec. Pamatang Silima Huta, Kabupaten Simalungun, Sumatera Utara 21167",Open 24 hours,2.9000481272401095,98.54503882943101,Alam,"Piknik, Camping, Pemandangan","Taman Tanduk Banua Resort adalah area rekreasi yang menyajikan hamparan lapangan terbuka di tepi Danau Toba untuk piknik, berkemah, dan menikmati panorama danau. Pada malam hari, pengunjung dapat menikmati api unggun dan pemandangan langit penuh bintang, sedangkan pagi hari dikelilingi kabut tipis di atas danau.",Pamatang Silima Huta,15000,2000,3000
Simarjarunjung Hound Sky,https://www.google.com/maps/place/Simarjarunjung+Hound+Sky/data=!4m7!3m6!1s0x3031be99603a0fdd:0xab6ab6a6249238fb!8m2!3d2.8178556!4d98.7755841!16s%2Fg%2F11f3n93mhz!19sChIJ3Q86YJm-MTAR-ziSJKa2aqs?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1b5FbWSqnE1Bb9ODYe_JthPMrao_cNguY,4.3,306,"Jl. Simarjarunjung, Parik Sabungan, Kec. Dolok Pardamean, Kabupaten Simalungun, Sumatera Utara 21163",Open 24 hours,2.817862967155023,98.77558477053606,Alam,"Piknik, Camping, Pemandangan, Trekking, Fotografi","Simarjarunjung Hound Sky (SHS) dirancang sebagai sky‑view point dengan teras pandang dan menara kecil, sehingga menjadi salah satu spot terbaik untuk menikmati panorama alam dan berfoto dengan latar danau. SHS menyediakan berbagai atraksi, antara lain camping ground dan taman bunga, yang memberi kesempatan bagi pengunjung untuk berkemah dan piknik di tengah suasana pinus dan kebun warna‑warni.",Dolok Pardamean,0,15000,40000
Parapet secret view,https://www.google.com/maps/place/Parapet+secret+view/data=!4m7!3m6!1s0x3031ef9404eea219:0xb70f1e0c5bb13aec!8m2!3d2.6651263!4d98.9258941!16s%2Fg%2F11st7wz06r!19sChIJGaLuBJTvMTAR7DqxWwweD7c?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1irChCLpm3U8iXsJ6cc7QpDpzzTsEbZtm,4,2,"Jl. Marihat, Tiga Raja, Kec. Girsang Sipangan Bolon, Kabupaten Simalungun, Sumatera Utara 21174",Open 06.00-23.00,2.6651262999983283,98.92589342943141,Alam,"Olahraga, Hiburan, Pemandangan","Parapat Secret View adalah salah satu hidden gem di pinggir jalan yang belum banyak diketahui wisatawan dan menawarkan panorama terbuka Danau Toba yang menakjubkan tanpa penghalang bangunan. Lokasi ini sangat cocok bagi yang ingin menghindari keramaian, sambil menikmati lanskap pegunungan dan danau dalam suasana tenang.",Girsang Sipangan Bolon,0,0,0
The Kaldera,https://www.google.com/maps/place/The+Kaldera/data=!4m7!3m6!1s0x3031ef11fbe7a0f9:0x75154767a18d02c8!8m2!3d2.6067911!4d98.9459367!16s%2Fg%2F11fkn47m3h!19sChIJ-aDn-xHvMTARyAKNoWdHFXU?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1Si656tSdjsml_Ub5avZ77PjwvGa0w-5z,4.5,3436,"Sigapiton, Kec. Ajibata, Toba, Sumatera Utara",Open 08.00-17.00,2.6067912667420385,98.94593560536235,Alam,"Camping, Pemandangan","The Kaldera adalah glamping resort yang memadukan kenyamanan akomodasi bohemian dengan panorama spektakuler Kaldera Danau Toba, menawarkan tenda mewah, bubble tent, glass cabin, dan ecopod untuk pengalaman menginap dekat alam.",Ajibata,20000,0,0
Aekkhori Outbound,https://www.google.com/maps/place/Aekkhori+Outbound/data=!4m7!3m6!1s0x3031ad77cdc30417:0x12fcd395bd03cbf7!8m2!3d2.9172467!4d98.5273768!16s%2Fg%2F11f3nl1s3m!19sChIJFwTDzXetMTAR98sDvZXT_BI?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1Lp5a8kNKj1hvOsuDln7xcEKRSrYq6DE7,4.5,53,"Silalahi, Jalan, Tongging, Merek, Karo Regency, North Sumatra 22173",Open 09.00-17.30,2.9172461440777373,98.52737592525126,Alam,"Piknik, Camping, Olahraga, Hiburan, Pemandangan, Edukasi","Aekkhori Outbound adalah taman rekreasi alam dan pusat pelatihan outbound dengan pemandangan Danau Toba yang memukau. Di sini pengunjung dapat mengikuti berbagai permainan tantangan seperti flying fox, high rope, dan spider web untuk membangun kerja sama tim dan kepemimpinan, sekaligus menikmati kegiatan edukasi lingkungan dan camping di area terbuka.",Merek,5000,0,0
Prapat bahari,https://www.google.com/maps/place/Prapat+bahari/data=!4m7!3m6!1s0x3031ef2c230be4d7:0xc5d1a71de86710c!8m2!3d2.665013!4d98.9343351!16s%2Fg%2F11v0j527vz!19sChIJ1-QLIyzvMTARDHGG3nEaXQw?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1bDNPYEUB8bTBMOe45qp4qvgQMDgsCZRc,5,3,"Jl. Kol. TPR Sinaga, Tiga Raja, Kec. Girsang Sipangan Bolon, Kabupaten Simalungun, Sumatera Utara 21174",Open 24 hours,2.6650126819349778,98.9343349609841,Bahari,"Piknik, Olahraga, Hiburan, Pemandangan, Aktivitas Air, Berenang","Pantai Wisata Bahari Parapat adalah destinasi rekreasi keluarga yang menawarkan pasir putih yang bersih dan suasana yang tenang, cocok untuk bersantai sambil menikmati panorama danau dan perbukitan hijau di sekitarnya. Fasilitas yang tersedia meliputi area bermain air, penyewaan sampan, sepeda air berbentuk bebek, ban pelampung, serta tikar untuk piknik.",Girsang Sipangan Bolon,0,0,0
Danau Aek Natonang,https://www.google.com/maps/place/Danau+Aek+Natonang/data=!4m7!3m6!1s0x3031e64b84ac3b43:0x1d493a7bfd69ff08!8m2!3d2.5636434!4d98.8835239!16s%2Fg%2F11b6tf6tsg!19sChIJQzushEvmMTARCP9p_Xs6SR0?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1CiYJlL56l59D_4MU_EdD4kIwHeqmyuLV,4.5,286,"Aek Natonang, Tanjungan, Simanindo, Kabupaten Samosir, Sumatera Utara 22395",Open 24 hours,2.5636436097921353,98.88352317910838,Alam,"Piknik, Camping, Pemandangan","Danau Aek Natonang adalah danau yang dijuluki ""danau di atas danau"" karena berada di Pulau Samosir yang sendiri terletak di tengah Danau Toba . Dengan luas sekitar 42 hingga 65 hektare dan berada pada ketinggian 1.300 meter di atas permukaan laut, danau ini dikelilingi oleh hutan pinus yang asri dan menawarkan udara sejuk serta pemandangan yang menenangkan.",Simanindo,5000,0,0
Efrata Waterfall,https://www.google.com/maps/place/Efrata+Waterfall/data=!4m7!3m6!1s0x3031d0eafd2bb9b1:0x4ac5b042ef0cebcd!8m2!3d2.5368988!4d98.6449414!16s%2Fg%2F11c1tsw8sk!19sChIJsbkr_erQMTARzesM70KwxUo?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/17BCL3SOBFklYgQQBiH_C2CbxIto4FS4s,4.5,826,"Sosor Dolok, Kec. Harian, Kabupaten Samosir, Sumatera Utara 22396",Open 06.00-19.00,2.53689813010328,98.64494072943081,Alam,"Pemandangan, Trekking, Santai","Air Terjun Efrata menawarkan keindahan alam yang menakjubkan dengan ketinggian sekitar 25 meter dan lebar sekitar 10 meter . Dikelilingi oleh perbukitan hijau dan hutan tropis, suasana sejuk dan udara segar menjadikan tempat ini cocok untuk melepas penat dan menikmati keindahan alam.",Harian,7000,2000,5000
Wisata Panatapan Dolok Nagugun Sipira/Bukit Sipira,https://www.google.com/maps/place/Wisata+Panatapan+Dolok+Nagugun+Sipira%2FBukit+Sipira/data=!4m7!3m6!1s0x3031e7a41c5f5de7:0x58ef715deecf5ddd!8m2!3d2.5501041!4d98.9054157!16s%2Fg%2F11mvnk8bhv!19sChIJ511fHKTnMTAR3V3P7l1x71g?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1ADHcZWVxIcne_LPV6YPRyZD1_72012VA,4.8,185,"Sipira, Kec. Onan Runggu, Kabupaten Samosir, Sumatera Utara 22397",Open 24 hours,2.5501030129391142,", 98.90541491748154",Alam,"Piknik, Camping, Pemandangan, Santai","Bukit Sipira berada di ketinggian yang memungkinkan pengunjung menikmati pemandangan 180 derajat Danau Toba, termasuk area Tigaras, Balige, dan deretan Bukit Barisan di Sibisa, Parapat. Dikenal sebagai ""negeri di atas awan,"" bukit ini menawarkan suasana sejuk dan tenang, cocok untuk melepas penat dari hiruk-pikuk kota. ",Onan Runggu,5000,0,0
Pondok Wisata Lagundi Samosir,https://www.google.com/maps/place/Pondok+Wisata+Lagundi+Samosir/data=!4m7!3m6!1s0x3031e47e7fe52655:0x5fe9999183489510!8m2!3d2.5135363!4d98.9662788!16s%2Fg%2F11b6thsd01!19sChIJVSblf37kMTAREJVIg5GZ6V8?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1rsFTUiXjC8KMvQDccGFHuUTkJv0fPdsh,4.2,52,"Pantai Lagundi Onan Runggu Samosir, Sitamiang, Kec. Onan Runggu, Kabupaten Samosir, Sumatera Utara",Open 24 hours,2.5135362999993407,98.96627812943144,Alam,"Camping, Pemandangan","Pondok Wisata Lagundi Samosir adalah destinasi wisata alam di Desa Sitamiang, Kecamatan Onan Runggu, Kabupaten Samosir, Sumatera Utara . Tempat ini menawarkan pemandangan pantai bersih dan indah di tepi Danau Toba , dengan pasir putih yang membentang dan suasana alam yang tenang 
",Onan Runggu,5000,2000,2000
Hadabuan Naisogop Waterfalls,https://www.google.com/maps/place/Hadabuan+Naisogop+Waterfalls/data=!4m7!3m6!1s0x3031d02a01939241:0xfdd5ff9cf99a04bd!8m2!3d2.5891228!4d98.6214639!16s%2Fg%2F11cn5nq3g1!19sChIJQZKTASrQMTARvQSa-Zz_1f0?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1q3ZRdv3-qqeYUQR0fRG8j41wKNJMHQrJ,4.4,120,"Sarimarrihit, Kec. Sianjur Mula Mula, Kabupaten Samosir, Sumatera Utara 22396",Open 07.00-18.00,2.5891234698679075,98.62146322943087,Alam,"Hiburan, Pemandangan, Trekking, Aktivitas Air","Air Terjun Hadabuan Naisogop memiliki ketinggian sekitar 12 meter dengan aliran air yang deras, dikelilingi oleh tebing batu dan pepohonan rindang yang menciptakan suasana sejuk dan tenang. Keunikan air terjun ini terletak pada kolam alami di bawahnya yang tidak terlalu dalam, memungkinkan pengunjung untuk bermain air atau berendam sambil menikmati kesegaran alam sekitar.",Sianjur Mula Mula,7000,2000,2000
Bukit Sidihoni,https://www.google.com/maps/place/Bukit+Sidihoni/data=!4m7!3m6!1s0x3031c30058d796cf:0x93790f677aaddf69!8m2!3d2.6050467!4d98.7490936!16s%2Fg%2F11vqh1wwnb!19sChIJz5bXWADDMTARad-temcPeZM?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1jQvzGYPiZN7UdD7dgQb0mUtgB2NdySJe,4.6,108,"Sidihoni atas, Salaon Toba, Kec. Ronggur Nihuta, Kabupaten Samosir, Sumatera Utara 22392",Open 24 hours,2.605046477962022,98.74909312524498,Alam,"Hiburan, Pemandangan, Trekking","Bukit Sidihoni adalah destinasi wisata alam dengan ketinggian sekitar 1.300 meter di atas permukaan laut (mdpl) , bukit ini menawarkan pemandangan spektakuler berupa hamparan savana hijau, perbukitan, dan Danau Sidihoni yang berada di kawasan yang sama. ",Ronggur Nihuta,10000,5000,10000
Air Mancur Menari Water Front Pangururan,https://www.google.com/maps/place/Air+Mancur+Menari+Water+Front+Pangururan/data=!4m7!3m6!1s0x3031c5004b96a6ef:0x6db8f05ea2ad6dba!8m2!3d2.6038544!4d98.6997962!16s%2Fg%2F11lcqr5jgt!19sChIJ76aWSwDFMTARum2tol7wuG0?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/10QBgYxyaQf2i3Q2IJuM1r4JTmK1h7DQS,4.7,664,"Pardomuan I, Pangururan, Samosir Regency, North Sumatra 22392",Open 24 hours,2.6038543999993693,98.69994372147887,Alam,"Pemandangan, Fotografi, Hiburan","Waterfront Pangururan adalah sebuah kawasan wisata tepi Danau Toba yang indah dan tertata di Pangururan, Kabupaten Samosir. Tempat ini menawarkan kombinasi antara keindahan alam dan hiburan modern, dengan daya tarik utama berupa pertunjukan Air Mancur Menari yang memukau. ",Pangururan,5000,0,0
SAMOSIR VIEW,https://www.google.com/maps/place/SAMOSIR+VIEW/data=!4m7!3m6!1s0x3031e6447ea4a825:0xd51392fd47e7f3a6!8m2!3d2.5607547!4d98.8966388!16s%2Fg%2F11c522_v5c!19sChIJJaikfkTmMTARpvPnR_2SE9U?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1ayV0xbzSEhabGAi1xz1e7z0Kj6UITibr,4.8,104,"Jl. Pulau Samosir, Parbalohan, Simanindo, Kabupaten Samosir, Sumatera Utara 22395",Open 24 hours,2.5607546999990536,98.8966374588792,Alam,"Pemandangan, Fotografi","SAMOSIR VIEW adalah sebuah titik pandang yang luar biasa di Pulau Samosir, Sumatera Utara, yang menawarkan panorama spektakuler dan tak terlupakan ke arah Danau Toba yang membentang luas. Dari ketinggian, pengunjung dapat mengagumi keindahan air danau yang biru jernih dikelilingi oleh perbukitan hijau yang berliku, dengan siluet pegunungan yang menjulang di kejauhan di bawah langit yang cerah.",Simanindo,0,0,0
Toga raja,https://www.google.com/maps/place/Toga+raja/data=!4m7!3m6!1s0x3031d19446eee673:0xdb04d1a721c7820c!8m2!3d2.5276795!4d98.6521425!16s%2Fg%2F11qb5m9b7_!19sChIJc-buRpTRMTARDILHIafRBNs?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1ksKZZzHQbx7ZLIx_piTZDiENDIppq_9C,4.7,153,"Partungko Naginjang, Harian, Samosir Regency, North Sumatra 22391",Open 24 hours,2.527679604269682,98.65214163228457,Alam,"Pemandangan, Camping, Trekking, Fotografi","Toga Raja adalah destinasi wisata budaya dan alam yang menyuguhkan pemandangan spektakuler Danau Toba dari atas bukit. Tempat ini merupakan kawasan asal-muasal marga Raja Napitupulu, salah satu marga besar dalam suku Batak. Wisatawan bisa menyaksikan panorama Danau Toba yang luas, berinteraksi dengan arsitektur rumah adat Batak, serta menelusuri sejarah leluhur marga Napitupulu.",Harian,10000,0,0
Kelok Lapan Sibea-Bea,https://www.google.com/maps/place/Kelok+Lapan+Sibea-Bea/data=!4m7!3m6!1s0x3031db2161660b5f:0x6b6f3c7dabf88854!8m2!3d2.5519918!4d98.6758967!16s%2Fg%2F11rghbv20m!19sChIJXwtmYSHbMTARVIj4q308b2s?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1uVg_TatD7f_3cjvF1Kr6rdh8CWWPKl4Q,4.5,273,"Jl. Sisingamangaraja, Dolok Raja, Kec. Harian, Kabupaten Samosir, Sumatera Utara 22396",Open 08.00-17.00,2.55199216010338,98.67589657704433,Alam,"Pemandangan, Camping, Trekking, Fotografi","Kelok Lapan atau Kelok 9 Sibea-Bea adalah jalan berkelok dengan pemandangan dramatis yang mengarah ke Patung Yesus Kristus raksasa setinggi 61 meter di perbukitan Samosir, Danau Toba. Jalur ini menjadi magnet wisata religi dan spot fotografi dengan latar keindahan Danau Toba dari ketinggian.",Harian,0,0,0
Bukit Indah Sitalmak Talmak Sihotang,https://www.google.com/maps/place/Bukit+Indah+Sitalmak+Talmak+Sihotang/data=!4m7!3m6!1s0x3031dbae58bae751:0x7b481b23d0cda760!8m2!3d2.5198137!4d98.7332695!16s%2Fg%2F11h2mzgnd2!19sChIJUee6WK7bMTARYKfN0CMbSHs?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1knewfglV4KIUPkfNf8YYGO1GdrKGkz44,4.7,20,"Sampur Toba, Harian, Samosir Regency, North Sumatra 22393",Open 24 hours,2.5198137869036237,98.73326844103477,Alam,"Pemandangan, Fotografi, Santai, Trekking , Piknik","Bukit Indah Sitalmak Talmak Sihotang adalah tempat yang menawarkan pemandangan alam yang memukau. Terletak di Kabupaten Samosir, Sumatera Utara, tempat ini menyajikan panorama perbukitan yang hijau dan menyejukkan, berpadu dengan keindahan Danau Toba. Dari ketinggian bukit, pengunjung dapat menikmati pemandangan danau yang luas dengan latar belakang pegunungan yang megah. Udara yang sejuk dan suasana yang tenang menjadikan tempat ini ideal untuk bersantai dan menikmati keindahan alam.",Harian,10000,0,0
Tuk-Tuk,https://www.google.com/maps/place/Tuk-Tuk/data=!4m7!3m6!1s0x3031ea177196ba23:0xf827e177e9bed3fd!8m2!3d2.6769913!4d98.854953!16s%2Fg%2F11clgffkts!19sChIJI7qWcRfqMTAR_dO-6XfhJ_g?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1fKxaVWAoN3WLC-EXRDyE5LDPiKeNQVFj?usp=drive_link,4.6,238,"Jl. Lkr. Tuktuk No.10, Tuktuk Siadong, Simanindo, Kabupaten Samosir, Sumatera Utara 22395",Open 08.00-17.00,2.6771734911555574,98.85490472024155,Alam,"Pemandangan, Transportasi","Tuktuk Siadong adalah sebuah desa kecil yang terletak di sebuah tanjung kecil di Pulau Samosir, Sumatera Utara. Tempat ini menawarkan panorama Danau Toba yang mempesona dan suasana yang menyegarkan. Tuktuk Siadong dikenal sebagai tempat terbaik untuk menikmati keindahan Danau Toba, dengan pemandangan danau yang luas dan latar belakang pegunungan yang megah.",Simanindo,0,0,0
Simangande Waterfall,https://www.google.com/maps/place/Simangande+Waterfall/data=!4m7!3m6!1s0x3031c3187c52cfc5:0xbb2e04522b05a691!8m2!3d2.6470084!4d98.8345923!16s%2Fg%2F11h4w1n37r!19sChIJxc9SfBjDMTARkaYFK1IELrs?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1ETzo-0ycY_17Mcl6axSpF90wVDeTA8Ci?usp=drive_link,4.1,18,"Ronggur Nihuta, Samosir Regency, North Sumatra 22395",Open 08.00-17.00,2.6472334624544964,98.83460302539878,Alam,"Pemandangan, Berenang, Fotografi, Trekking, Piknik, Eksplorasi, Aktivitas Air","Air Terjun Simangande adalah permata tersembunyi di Pulau Samosir, Sumatera Utara. Air terjun ini memiliki ketinggian sekitar 500 meter, menjadikannya salah satu air terjun yang cukup tinggi di kawasan ini. Sumber airnya berasal dari mata air alami di Bukit Dolok Simangande. Keunikan air terjun ini adalah bentuknya yang menyerupai hati jika dilihat dari kejauhan, sehingga sering disebut ""Air Terjun Cinta"" oleh kalangan muda.",Ronggur Nihuta,0,0,0
Pemandian Air Panas Rianiate,https://www.google.com/maps/place/Pemandian+Air+Panas+Rianiate/data=!4m7!3m6!1s0x3031db9325239f09:0x29816421eb92fb5f!8m2!3d2.5305201!4d98.7337322!16s%2Fg%2F11bcf1rndb!19sChIJCZ8jJZPbMTARX_uS6yFkgSk?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1tHEavsFlngkpWssgUzZiTLyzNDaZ4AkF?usp=drive_link,4.1,153,"Rianiate, Pangururan, Samosir Regency, North Sumatra 22393",Open 24 hours,2.5307559041971204,98.73372683558237,Alam,"Berendam, Air Panas, Santai, Pemandangan, Fotografi, Piknik","Pemandian Air Panas Rianiate adalah destinasi wisata alam yang terletak di Desa Rianiate, Kecamatan Pangururan, Pulau Samosir, Sumatera Utara. Terkenal dengan sumber air panas alami yang berasal dari aktivitas vulkanik di kawasan sekitar Danau Toba, pemandian ini menawarkan pengalaman relaksasi di kolam air panas berlatarkan panorama pegunungan dan danau. ",Pangururan,10000,5000,10000
Tao Silalahi Viewpoint,https://www.google.com/maps/place/Tao+Silalahi+Viewpoint/data=!4m7!3m6!1s0x3031cfbbcb26f629:0xdfcd0550bb8af7c9!8m2!3d2.6280371!4d98.6346953!16s%2Fg%2F11r36h_5jr!19sChIJKfYmy7vPMTARyfeKu1AFzd8?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/104Q89kTsFaCZ3iOer1Oo56f0gjoYyPnF?usp=drive_link,4.6,27,"Jl. Tulas, Siboro, Kec. Sianjur Mula Mula, Kabupaten Samosir, Sumatera Utara",Open 24 hours,2.628063276701771,98.6346998697991,Alam,"Pemandangan, Fotografi, Santai, Piknik","Tao Silalahi Viewpoint adalah salah satu titik pandang terbaik untuk menikmati keindahan Danau Toba, Kecamatan Sianjur Mula Mula, Kabupaten Samosir, Sumatera Utara. Terletak di dataran tinggi dengan udara sejuk dan panorama luas, viewpoint ini menyuguhkan pemandangan dramatis berupa danau biru kehijauan yang dikelilingi bukit hijau serta perkampungan Batak tradisional yang memancarkan nuansa budaya lokal. ",Sianjur Mula Mula,0,5000,10000
Waterfront City Pangururan,https://www.google.com/maps/place/Waterfront+City+Pangururan/data=!4m7!3m6!1s0x3031c5aa13a22e5d:0x140af25707687568!8m2!3d2.6011438!4d98.7020533!16s%2Fg%2F11j8wy8259!19sChIJXS6iE6rFMTARaHVoB1fyChQ?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/11s7bTvN1YJbXPWRIXVWVJyL1ZaJXNGqE?usp=drive_link,4.6,518,"Pardomuan I, Pangururan, Samosir Regency, North Sumatra 22392",Open 08.00-22.00,2.6013474378329176,98.70208012208802,Alam,"Pemandangan, Hiburan, Santai, Fotografi","Waterfront City Pangururan adalah kawasan wisata modern yang terletak di tepi Danau Toba, tepatnya di Kecamatan Pangururan, Kabupaten Samosir. Proyek ini merupakan bagian dari pengembangan destinasi super prioritas Danau Toba yang menggabungkan konsep keindahan alam, ruang publik yang nyaman, dan sentuhan budaya lokal Batak. Dengan desain arsitektur modern namun tetap mempertahankan nuansa lokal, tempat ini menjadi ruang terbuka yang cocok untuk rekreasi, bersantai, hingga menikmati senja di tepian danau.",Pangururan,0,0,0
Wisata alam Efrata,https://www.google.com/maps/place/Wisata+alam+Efrata/data=!4m7!3m6!1s0x3031d1309349d1cb:0x7839cdbd80f6458d!8m2!3d2.5378818!4d98.6449025!16s%2Fg%2F11hz_kfl9z!19sChIJy9FJkzDRMTARjUX2gL3NOXg?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1zdJl1S4LxW1aGtzu-Adthi1rdYHJ2waB?usp=drive_link,3.9,25,"Turpuk Malau, Harian, Samosir Regency, North Sumatra 22396",Open 08.00-16.00,2.5380747296127684,98.64490786441762,Alam,"Pemandangan, Berenang, Trekking, Fotografi, Aktivitas Air","Wisata Alam Efrata adalah destinasi air terjun yang menawan di Desa Turpuk Malau, Kecamatan Harian, Kabupaten Samosir. Terletak di dataran tinggi dengan latar pegunungan dan vegetasi hijau yang rimbun, Air Terjun Efrata menyuguhkan suasana alami yang sejuk dan menyegarkan, cocok untuk wisatawan yang ingin melepas penat dari hiruk-pikuk kota.
Air terjun ini memiliki ketinggian sekitar 26 meter dan debit air yang deras, membentuk kolam alami di bawahnya yang bisa digunakan untuk bermain air atau sekadar menikmati keindahan alam. Dikenal sebagai ""pesona tersembunyi"" Samosir, Efrata juga menawarkan area berfoto yang Instagramable dan cocok dikunjungi bersama keluarga maupun sahabat. Akses menuju lokasi cukup mudah dijangkau dan dikelilingi panorama Danau Toba yang menakjubkan.",Harian,8000,2000,5000
Sijukjuk Hill,https://www.google.com/maps/place/Sijukjuk+Hill/data=!4m7!3m6!1s0x3031db0723ccb87b:0x4f697854dc3f7a7b!8m2!3d2.5690108!4d98.6866812!16s%2Fg%2F11g0km917g!19sChIJe7jMIwfbMTARe3o_3FR4aU8?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1BVNXgTn6x8DLjCkcXMPAqgjyKTt6o2nm?usp=drive_link,4.3,12,"Boho, Sianjur Mula Mula, Samosir Regency, North Sumatra",Open 24 hours,2.5692894693457706,98.68669729325282,Alam,"Pemandangan, Fotografi, Trekking, Piknik","Sijujuk Hill adalah destinasi wisata alam di Desa Boho, Kecamatan Sianjur Mula-mula, Kabupaten Samosir. Objek wisata ini menawarkan tiga atraksi alam berupa spot penatapan, tempat bersantai dan area camping dalam satu kawasan. Dari atas ketinggian, lukisan alam pegunungan dengan air Danau Toba yang biru beriak. Deretan pinus menjulang di kejauhan dengan sederet hutan hijau yang mengapit. Siapapun itu pasti terkesan dengan suguhan panorama yang ditawarkan oleh Sijukjuk Hill.",Sianjur Mula Mula,5000,0,0
Bukit Cinta Harian,https://www.google.com/maps/place/BUKIT+CINTA/data=!4m7!3m6!1s0x3031dbed66de7779:0xbb41afc825ed5154!8m2!3d2.5423634!4d98.6876303!16s%2Fg%2F11tbvr7dkw!19sChIJeXfeZu3bMTARVFHtJcivQbs?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/153mY64oj7eWtw_VXU2a9Fm4bqugwJ53N?usp=drive_link,4.3,34,"Janji Martahan, Harian, Samosir Regency, North Sumatra",Open 08.00-17.00,2.5423685534077176,98.68762555775876,Alam,"Pemandangan, Fotografi, Santai, Piknik, Pemandangan","Bukit Cinta di Samosir menawarkan panorama alam yang memukau dengan hamparan rumput hijau yang luas dan pepohonan rindang. Dari bukit ini, pengunjung dapat menikmati pemandangan indah Danau Toba yang tenang dan perbukitan di sekitarnya. Suasana romantis yang ditawarkan tempat ini menjadikannya cocok bagi pasangan atau siapa saja yang mencari ketenangan dan keindahan alam. Pengunjung dapat melakukan berbagai aktivitas seperti piknik, bersantai, dan berfoto dengan latar belakang pemandangan yang menawan.",Harian,0,20000,30000
